Customer Id,Total_Sales,Total_Profit,Avg_Profit,Orders,Loss_Making_Orders,Avg_Profit_Ratio,Profit_Margin_%
161,2569.7,280.79999999999995,16.517647058823528,17,2,0.16176470588235295,10.927345604545277
162,1619.79,339.88,42.485,8,1,0.265,20.98296692781163
163,889.84,-272.93,-90.97666666666667,3,2,-0.29000000000000004,-30.671806167400877
164,2594.69,-81.88999999999999,-6.2992307692307685,13,3,-0.040769230769230766,-3.1560610323391227
165,4089.54,1070.46,59.47,18,1,0.30000000000000004,26.1755600874426
166,864.91,240.0,40.0,6,1,0.26499999999999996,27.748551872449156
167,329.98,66.13,33.065,2,0,0.19999999999999998,20.040608521728586
168,3229.71,-1220.42,-81.36133333333333,15,5,-0.25266666666666665,-37.78729359601946
169,2809.8500000000004,523.21,47.56454545454546,11,2,0.22545454545454546,18.62056693417798
170,1974.7900000000002,245.35,20.445833333333333,12,1,0.13083333333333333,12.424105854293366
171,1329.8400000000001,2.8500000000000085,0.35625000000000107,8,3,-0.135,0.2143114961198346
172,6591.23,757.04,23.6575,32,7,0.1721875,11.48556490973612
173,5779.33,475.29,15.331935483870968,31,7,0.10064516129032258,8.2239636774505
174,5154.400000000001,-4.019999999999953,-0.1435714285714269,28,8,-0.061785714285714284,-0.07799161881111193
175,4444.570000000001,225.85000000000002,11.88684210526316,19,3,0.12157894736842105,5.0814814481490895
176,2379.59,451.01,37.58416666666667,12,2,0.19999999999999998,18.95326505826634
177,599.97,102.92,51.46,2,0,0.20500000000000002,17.15419104288548
179,1919.85,419.87,59.98142857142857,7,2,0.18571428571428572,21.86993775555382
180,3119.54,624.39,39.024375,16,1,0.180625,20.015450995980178
181,3536.44,-83.53000000000003,-3.796818181818183,22,5,-0.00500000000000001,-2.3619798441370428
182,3608.58,-108.26000000000002,-5.697894736842106,19,5,-0.16105263157894736,-3.0000720505018603
183,689.87,39.209999999999994,7.841999999999999,5,1,0.06800000000000002,5.683679533825212
184,2319.7200000000003,65.19999999999999,5.927272727272726,11,3,-0.05363636363636362,2.810684048074767
185,1739.76,-136.03,-13.603,10,2,0.086,-7.818894560169219
186,1329.91,229.26999999999998,28.658749999999998,8,1,0.185,17.239512448210778
187,4629.49,592.9300000000001,24.705416666666668,24,4,0.10083333333333334,12.807674279456272
188,2709.64,405.42,28.958571428571428,14,3,0.12785714285714286,14.962135191390741
189,1909.8200000000002,547.16,68.395,8,0,0.33,28.64982040192269
190,3863.51,575.72,28.786,20,3,0.1395,14.901475601202016
191,3389.62,-307.86,-17.103333333333335,18,6,-0.12888888888888891,-9.08243401915259
192,4994.43,756.7500000000001,30.270000000000003,25,2,0.1928,15.151879193421472
193,819.87,95.18,15.863333333333335,6,1,0.08999999999999998,11.609157549367584
194,5851.28,1086.99,41.807307692307695,26,2,0.23884615384615385,18.57696093846133
195,1335.8200000000002,271.12,45.18666666666667,6,0,0.22,20.29614768456828
196,3204.42,709.5,44.34375,16,2,0.25875,22.141292339955438
197,6423.33,688.65,20.868181818181817,33,8,0.04757575757575757,10.72107458280985
198,2464.67,-282.24999999999994,-21.711538461538456,13,4,-0.020000000000000014,-11.451837365651382
199,3624.4500000000003,807.82,47.51882352941177,17,3,0.25176470588235295,22.288071293575577
200,1363.75,230.54999999999998,32.93571428571428,7,1,0.24,16.905591200733273
201,169.97,27.37,13.685,2,0,0.155,16.102841677943168
202,1885.71,458.36,38.196666666666665,12,0,0.265,24.307024940208198
203,4419.66,1101.6000000000001,47.89565217391305,23,2,0.24956521739130436,24.924994230325414
204,2006.77,307.79,23.67615384615385,13,2,0.1992307692307692,15.337582283968768
205,3984.53,471.21,24.800526315789472,19,3,0.17263157894736844,11.825987004740835
206,3599.65,925.42,57.83875,16,0,0.316875,25.708610559359933
207,4533.5,607.71,25.321250000000003,24,1,0.18708333333333335,13.404874820778648
208,1404.9,-3.25,-0.4642857142857143,7,1,0.1457142857142857,-0.23133319097444655
209,3199.52,228.32999999999998,14.270624999999999,16,6,0.020625000000000008,7.136382957443615
210,3413.55,-548.6,-27.43,20,4,-0.07549999999999998,-16.07124547758199
211,1419.78,-376.46000000000004,-53.78000000000001,7,2,-0.12285714285714285,-26.515375621575178
212,1099.93,334.32,47.76,7,0,0.35428571428571426,30.394661478457717
213,3219.59,619.57,38.723125,16,0,0.23249999999999998,19.243754639565907
214,3512.59,664.1,28.87391304347826,23,1,0.2434782608695652,18.906277134536055
215,3618.65,758.11,39.90052631578948,19,2,0.16789473684210526,20.95007806778771
216,2409.71,544.54,49.50363636363636,11,1,0.24818181818181817,22.597739977009677
217,2540.7400000000002,250.14000000000001,17.86714285714286,14,1,0.10785714285714286,9.845163220164203
218,2549.86,493.09000000000003,37.93,13,1,0.2361538461538462,19.337924435067023
220,1349.81,223.4,24.822222222222223,9,2,0.17777777777777778,16.55047747460754
221,6378.47,1449.21,42.623823529411766,34,4,0.19588235294117648,22.7203388900473
222,4294.6900000000005,173.36,7.5373913043478264,23,6,0.06304347826086955,4.036612654231155
223,3583.5600000000004,-2.1200000000000045,-0.11777777777777804,18,5,0.09277777777777778,-0.05915904854390618
224,4341.59,888.88,40.403636363636366,22,2,0.20590909090909093,20.473605292070417
225,3577.63,-554.4,-30.799999999999997,18,9,-0.15833333333333333,-15.496292238157661
226,2199.75,53.2,4.092307692307693,13,6,-8.540177112501205e-18,2.4184566428003182
227,1509.8700000000001,348.36,43.545,8,0,0.30374999999999996,23.072185022551608
228,4099.72,374.28999999999996,22.01705882352941,17,1,0.19705882352941173,9.129647878391694
229,3419.58,810.1800000000001,54.01200000000001,15,2,0.22999999999999998,23.692383275139054
230,6648.42,508.87,20.3548,25,5,0.06639999999999999,7.653998995249999
231,1859.7800000000002,224.47,22.447,10,2,0.172,12.069707169665229
232,2519.85,659.09,54.92416666666667,12,1,0.30833333333333335,26.155921979482912
233,3989.67,763.0,50.86666666666667,15,2,0.21133333333333332,19.12438873390531
234,2024.77,528.3000000000001,48.02727272727273,11,0,0.3018181818181818,26.091852407927817
235,2847.59,-123.52000000000001,-9.501538461538463,13,3,-0.07923076923076923,-4.337703110349453
236,3779.64,-611.25,-40.75,15,2,0.041333333333333326,-16.17217512778995
237,969.9100000000001,-172.35000000000002,-43.087500000000006,4,1,0.06,-17.769689971234445
238,5756.34,775.91,28.737407407407407,27,7,0.05888888888888889,13.47922464621617
239,1539.8500000000001,462.52,42.04727272727273,11,0,0.3418181818181818,30.03669188557327
240,991.87,86.05,12.292857142857143,7,3,0.09571428571428572,8.675532075776058
241,5352.38,679.96,26.152307692307694,26,5,0.09692307692307692,12.703881264035813
242,5009.63,158.94000000000005,8.830000000000004,18,3,0.11888888888888888,3.172689400215187
243,2549.61,593.21,42.37214285714286,14,1,0.2307142857142857,23.266695690713483
244,2804.64,21.52000000000001,1.6553846153846161,13,3,-0.08769230769230771,0.7672999030178566
245,5202.360000000001,934.39,37.3756,25,5,0.1632,17.960886982061986
246,1719.82,-38.49,-4.81125,8,2,-0.1425,-2.238024909583561
247,4834.49,1079.35,51.397619047619045,21,3,0.23857142857142857,22.326036458861225
248,3039.57,-249.69,-17.835,14,5,-0.13071428571428573,-8.214648782558058
249,2069.73,-486.18,-54.02,9,4,-0.19111111111111112,-23.490020437448365
250,1619.83,377.15,41.90555555555555,9,1,0.26,23.283307507577955
251,1601.92,383.51,42.61222222222222,9,1,0.23666666666666666,23.940646224530564
252,4694.64,810.28,38.584761904761905,21,3,0.14523809523809522,17.259683383603427
253,309.89,-143.44,-71.72,2,1,-0.33499999999999996,-46.28739230049372
254,4939.4400000000005,1208.45,52.54130434782609,23,3,0.2426086956521739,24.465324004340573
255,3355.63,-265.96000000000004,-16.622500000000002,16,7,-0.17250000000000001,-7.925784427961367
256,4169.4800000000005,1071.67,48.71227272727273,22,1,0.28863636363636364,25.702725519729082
257,3809.46,1047.3,61.60588235294117,17,1,0.27,27.492085492431993
258,3409.61,213.11,12.535882352941178,17,4,0.05352941176470589,6.250274958133042
259,4617.57,230.16,9.2064,25,9,0.0752,4.984439867722633
260,3029.79,245.42999999999995,18.879230769230766,13,1,0.12153846153846154,8.100561425049259
261,1799.8600000000001,276.8,39.542857142857144,7,1,0.1557142857142857,15.378973920193792
262,2209.82,-817.6800000000001,-62.89846153846155,13,6,-0.23,-37.002108769040014
263,687.97,247.71,82.57000000000001,3,0,0.3333333333333333,36.005930491155134
264,2089.7799999999997,471.55,47.155,10,1,0.21200000000000002,22.56457617548259
265,1529.88,436.15999999999997,62.308571428571426,7,0,0.2742857142857143,28.509425575862156
266,2854.62,706.27,41.54529411764706,17,2,0.268235294117647,24.741296564866776
267,1479.8300000000002,300.45,30.044999999999998,10,1,0.255,20.303007777920435
268,1881.85,413.23,41.323,10,4,0.08499999999999999,21.95871084305338
269,1479.8300000000002,-969.6,-193.92000000000002,5,4,-0.812,-65.52103957887054
270,4069.59,605.49,35.61705882352941,17,3,0.16176470588235295,14.87840298408439
271,2929.61,5.210000000000005,0.3721428571428575,14,4,0.034999999999999996,0.17783937111083062
272,4449.59,1435.41,57.4164,25,0,0.35600000000000004,32.259376706617914
273,2269.76,221.43,20.13,11,2,0.14,9.755656985760607
274,1619.88,154.18,19.2725,8,2,0.047499999999999994,9.517988986838532
275,3649.76,616.9300000000001,38.558125000000004,16,2,0.161875,16.903303230897375
276,3297.55,8.72999999999999,0.4364999999999995,20,8,-0.0625,0.2647420054282722
277,3447.7000000000003,810.28,45.01555555555555,18,0,0.2627777777777778,23.502044841488527
278,759.9300000000001,285.63,71.4075,4,0,0.44,37.586356638111404
279,1434.91,83.9,9.322222222222223,9,3,-0.0688888888888889,5.847056609822219
280,2839.64,412.59000000000003,37.50818181818182,11,1,0.22272727272727275,14.52965868912961
281,1549.76,389.6,48.7,8,0,0.23375,25.139376419574646
282,1689.77,87.39,7.2825,12,3,0.11166666666666665,5.171709759316357
283,3679.7,698.12,41.06588235294117,17,2,0.19999999999999998,18.972198820556024
284,2654.63,475.79,39.649166666666666,12,1,0.2075,17.92302505433902
285,4459.57,133.40000000000003,6.352380952380954,21,10,-0.09999999999999998,2.991319790921547
286,4119.4400000000005,738.5,38.86842105263158,19,3,0.17368421052631577,17.927193987532284
287,3059.67,529.4100000000001,35.294000000000004,15,2,0.20133333333333334,17.302846385394506
288,3454.59,451.27,28.204375,16,3,0.094375,13.06291050457507
289,4066.54,458.39,21.828095238095237,21,6,0.039523809523809524,11.272236348345276
290,4684.43,445.55999999999995,17.136923076923075,26,6,0.07961538461538462,9.511509404559359
291,6029.4800000000005,-26.009999999999962,-1.1822727272727256,22,5,-0.030454545454545442,-0.4313804838891573
292,1164.88,147.92,29.583999999999996,5,1,-0.09999999999999996,12.698303687933517
293,2469.7200000000003,-91.71999999999991,-9.171999999999992,10,1,0.11500000000000002,-3.71378131933984
294,2439.75,-2.309999999999988,-0.192499999999999,12,2,0.03833333333333334,-0.0946818321549334
295,1489.8700000000001,-255.33000000000004,-42.55500000000001,6,3,-0.18666666666666665,-17.137736849523787
296,4559.400000000001,681.94,29.649565217391306,23,5,0.19608695652173913,14.956792560424617
297,3169.57,595.69,35.04058823529412,17,1,0.2176470588235294,18.79403199803128
298,1089.88,380.32,76.064,5,0,0.378,34.895584835027705
299,1039.8600000000001,13.64,2.728,5,2,0.09,1.3117150385628833
300,3638.46,512.73,26.98578947368421,19,2,0.12105263157894736,14.091950990254118
301,1139.8700000000001,279.69,39.955714285714286,7,0,0.28285714285714286,24.53700860624457
302,199.92,-133.4,-133.4,1,1,-0.77,-66.72669067627052
303,2879.61,338.21000000000004,30.74636363636364,11,1,0.11818181818181817,11.744993245613122
304,1469.8000000000002,-649.99,-81.24875,8,6,-0.5337500000000001,-44.22302354061777
305,3289.77,118.57999999999996,7.90533333333333,15,1,0.16733333333333336,3.6045073059818757
306,2165.7000000000003,498.48,55.38666666666667,9,1,0.10444444444444444,23.017038370965505
307,1261.79,468.55,66.93571428571428,7,0,0.3242857142857143,37.133754428232905
308,4759.4400000000005,877.06,36.54416666666666,24,4,0.22875,18.427798228363
309,1559.83,-36.06999999999999,-4.508749999999999,8,2,-0.09875,-2.31243148291801
310,1639.76,518.97,57.663333333333334,9,0,0.34444444444444444,31.64914377713812
311,3314.8,412.58,27.505333333333333,15,4,0.10933333333333332,12.446603113310003
312,3106.71,-679.08,-48.50571428571429,14,4,-0.14714285714285716,-21.858493390113658
313,1868.8,364.77,33.16090909090909,11,1,0.2009090909090909,19.5189426369863
314,3909.56,322.01,16.947894736842105,19,7,0.06157894736842106,8.236476739070381
315,3304.55,860.68,57.37866666666666,15,1,0.2786666666666667,26.045301175651748
316,2549.66,735.26,49.01733333333333,15,2,0.19266666666666665,28.837570499596026
317,3369.61,911.5799999999999,65.11285714285714,14,1,0.28928571428571426,27.0529823926211
318,3464.66,-784.87,-52.324666666666666,15,3,-0.02266666666666668,-22.65359371482339
319,3409.6400000000003,562.12,33.06588235294117,17,1,0.17470588235294116,16.48619795638249
320,1966.74,429.45,33.034615384615385,13,2,0.2469230769230769,21.835626468165593
321,4397.46,735.18,33.417272727272724,22,4,0.19727272727272727,16.71828737498465
322,669.9300000000001,-288.6,-72.15,4,3,-0.5875,-43.07912767005508
323,1413.77,145.76,18.22,8,2,0.0875,10.310022139386179
324,3284.7200000000003,690.84,46.056000000000004,15,2,0.232,21.031929662193427
325,1999.7800000000002,-450.31,-50.034444444444446,9,4,-0.39666666666666667,-22.51797697746752
326,4939.49,1224.07,48.962799999999994,25,1,0.2664,24.78130333293518
327,3599.4700000000003,-150.76000000000005,-8.375555555555557,18,6,-0.17833333333333334,-4.188394402509259
328,4517.56,802.28,40.114,20,2,0.17099999999999999,17.759144316843603
329,4793.41,361.9,13.919230769230769,26,5,0.09038461538461538,7.549948783851162
330,2309.78,517.16,39.78153846153846,13,2,0.23923076923076922,22.390011169894965
331,3439.54,327.13,16.3565,20,4,0.12349999999999998,9.510864824947522
332,2189.63,334.59,27.882499999999997,12,1,0.20333333333333334,15.280663856450632
333,2439.7200000000003,276.74,30.74888888888889,9,2,0.14444444444444443,11.343104946469266
334,2014.71,247.9,17.70714285714286,14,5,0.12285714285714286,12.304500399561228
335,5624.34,1206.72,43.097142857142856,28,6,0.165,21.455317423911072
336,2989.7000000000003,589.31,29.4655,20,1,0.151,19.71134227514466
337,2089.79,684.58,68.458,10,0,0.346,32.758315428822996
338,1909.79,380.77,42.30777777777777,9,0,0.23444444444444443,19.93779420774012
340,899.79,-317.73,-52.955000000000005,6,4,-0.4166666666666667,-35.311572700296736
341,7516.02,1329.04,35.92,37,4,0.18351351351351353,17.68276295166857
